27.05.2019 11:15:28:267;Ax=4,87930081173745;Ay=4,9933473567913;Az=0,0532727675993332;rx=87,3981784372116;ry=87,408040272262;rz=88,0925834817312;Vx=4,87930081173745;Vy=4,9933473567913;Vz=0,0532727675993332;cx=-0,203063942062698;cy=-0,0064398485847903;latitude=39,9226435651858;longitude=131,368466416541;
27.05.2019 13:46:4:985;Ax=4,69004711098505;Ay=4,59732711762065;Az=-0,0609867041050398;rx=89,0347519263321;ry=88,4972707524417;rz=85,904301573245;Vx=214,649019963643;Vy=215,189395718365;Vz=1,22505841589302;cx=-0,150751624780597;cy=-0,167315667119027;latitude=39,9668824895854;longitude=131,324174089422;
27.05.2019 13:46:5:87;Ax=4,91330399895706;Ay=4,55066885522132;Az=0,0508454804312652;rx=87,595587560253;ry=87,1460479377518;rz=88,9449957306241;Vx=219,5623239626;Vy=219,740064573586;Vz=1,27590389632429;cx=-0,223465728246822;cy=-0,110192112268507;latitude=39,9688428674779;longitude=131,32221212456;
27.05.2019 13:46:5:195;Ax=4,62529340089545;Ay=4,6075865177473;Az=-0,067292523019618;rx=87,7605993115625;ry=87,4444179227317;rz=86,8611910202825;Vx=224,187617363496;Vy=224,347651091333;Vz=1,20861137330467;cx=-0,0417168632809606;cy=-0,0177101344301889;latitude=39,970844542633;longitude=131,320209020533;
27.05.2019 13:46:5:297;Ax=4,52382168919957;Ay=4,77792188445009;Az=-0,184562541513966;rx=88,3877580086178;ry=86,5872016048931;rz=86,5111800753564;Vx=228,711439052695;Vy=229,125572975783;Vz=1,02404883179071;cx=-0,0883259744911129;cy=-0,147289513201585;latitude=39,9728866090531;longitude=131,318163256488;
27.05.2019 13:46:5:402;Ax=4,62652123445949;Ay=4,73879391408469;Az=0,0406531448432492;rx=85,929166141166;ry=87,0959451094251;rz=89,7374819210905;Vx=233,337960287155;Vy=233,864366889868;Vz=1,06470197663395;cx=-0,219450728522823;cy=-0,111247678967771;latitude=39,9749699836985;longitude=131,316075181784;
27.05.2019 13:46:5:504;Ax=4,80949534327234;Ay=4,88194679789336;Az=0,205753975294416;rx=85,7792129839208;ry=88,6551974549215;rz=88,1991291952781;Vx=238,147455630427;Vy=238,746313687761;Vz=1,27045595192837;cx=-0,114604837489132;cy=-0,178127545632016;latitude=39,9770963002666;longitude=131,313943518269;
27.05.2019 13:46:5:605;Ax=4,74842298927178;Ay=4,53238461168128;Az=-0,00712322548829203;rx=85,6865134724353;ry=89,0803547916377;rz=86,6190919720657;Vx=242,895878619699;Vy=243,278698299443;Vz=1,26333272644008;cx=-0,0615194177774328;cy=-0,207538351070852;latitude=39,9792650134686;longitude=131,311771387034;
27.05.2019 13:46:5:723;Ax=4,69003125824501;Ay=4,72836915018427;Az=0,11892852483733;rx=85,9959737923909;ry=89,8153644468707;rz=88,5972094957704;Vx=247,585909877944;Vy=248,007067449627;Vz=1,38226125127741;cx=-0,221675747363676;cy=-0,0895722042371432;latitude=39,9814756019496;longitude=131,309557038217;
27.05.2019 13:46:5:828;Ax=4,7469487985349;Ay=4,62815550976813;Az=-0,14367817220915;rx=89,4969027109895;ry=86,3291174270348;rz=89,6015192938976;Vx=252,332858676479;Vy=252,635222959395;Vz=1,23858307906826;cx=-0,189989367739756;cy=-0,155492065651572;latitude=39,9837285739021;longitude=131,307301366584;
27.05.2019 13:46:5:945;Ax=4,59525480335357;Ay=4,92992454135321;Az=0,191682358012387;rx=88,5068967416915;ry=87,2594052426328;rz=88,88644975046;Vx=256,928113479832;Vy=257,565147500748;Vz=1,43026543708064;cx=-0,175470007176266;cy=-0,124236699624099;latitude=39,9860225749153;longitude=131,305001677767;
27.05.2019 13:46:6:51;Ax=4,53259930109261;Ay=4,9612764487794;Az=-0,177560988314245;rx=86,2957400997615;ry=88,825289104751;rz=88,0469670377425;Vx=261,460712780925;Vy=262,526423949528;Vz=1,2527044487664;cx=-0,101307252783471;cy=-0,224020043096516;latitude=39,9883570455651;longitude=131,302657691839;
27.05.2019 13:46:6:154;Ax=4,87550373136788;Ay=4,75184948055625;Az=0,107653868551205;rx=89,5406227577667;ry=86,4171251975545;rz=89,6150116371526;Vx=266,336216512293;Vy=267,278273430084;Vz=1,3603583173176;cx=-0,102015901311304;cy=-0,0155875703159651;latitude=39,9907350474983;longitude=131,300271278683;
27.05.2019 13:46:6:263;Ax=4,87455956981264;Ay=4,65480331804361;Az=0,0340748663451871;rx=87,5017978670084;ry=87,2422327451605;rz=88,2110005392279;Vx=271,210776082105;Vy=271,933076748128;Vz=1,39443318366279;cx=-0,219583416983753;cy=-0,0932856195225753;latitude=39,9931565722847;longitude=131,297843304783;
27.05.2019 13:46:6:365;Ax=4,95458320665852;Ay=4,58841469818187;Az=0,175468915805904;rx=89,7110339194588;ry=87,1439507499542;rz=85,7627149027599;Vx=276,165359288764;Vy=276,521491446309;Vz=1,5699020994687;cx=-0,0705086132024917;cy=-0,0838084213127388;latitude=39,9956223344212;longitude=131,295374362896;
27.05.2019 13:46:6:469;Ax=4,61830249946485;Ay=4,64501007955755;Az=-0,227491101938063;rx=85,6638764078561;ry=87,9452583905986;rz=89,2707449529649;Vx=280,783661788229;Vy=281,166501525867;Vz=1,34241099753063;cx=-0,0308366594746872;cy=-0,0162213925464201;latitude=39,9981293314015;longitude=131,292863947703;
27.05.2019 13:46:6:571;Ax=4,85328273817584;Ay=4,6041441457831;Az=-0,181403430146819;rx=88,5624721020285;ry=86,3826344769367;rz=86,6595898874381;Vx=285,636944526405;Vy=285,77064567165;Vz=1,16100756738381;cx=-0,201348325529295;cy=-0,162885920348522;latitude=40,0006796612633;longitude=131,290312424081;
27.05.2019 13:46:6:673;Ax=4,65662654426723;Ay=4,97632140315898;Az=0,209540068153077;rx=85,8661753802403;ry=86,3297759533533;rz=88,9888019894663;Vx=290,293571070672;Vy=290,746967074809;Vz=1,37054763553689;cx=-0,211348336882125;cy=-0,120880341469721;latitude=40,0032715681479;longitude=131,287716469018;
27.05.2019 13:46:6:783;Ax=4,9492395976322;Ay=4,77974038840259;Az=-0,116167640018355;rx=88,0295568211142;ry=88,7177467954893;rz=88,2628210248718;Vx=295,242810668304;Vy=295,526707463212;Vz=1,25437999551854;cx=-0,0812175805942204;cy=-0,0691590660224435;latitude=40,0059076646717;longitude=131,285077837702;
27.05.2019 13:46:6:887;Ax=4,9085352876729;Ay=4,54389480480174;Az=0,0806555847314447;rx=89,6120344815366;ry=89,4124315545952;rz=87,7958055659178;Vx=300,151345955977;Vy=300,070602268013;Vz=1,33503558024998;cx=-0,137850489845896;cy=-0,0199854412325564;latitude=40,0085875874035;longitude=131,282398635896;
27.05.2019 13:46:6:994;Ax=4,72332922798736;Ay=4,82012240533723;Az=0,119139247047314;rx=86,3049354331125;ry=87,5936314105492;rz=87,0458595582963;Vx=304,874675183964;Vy=304,890724673351;Vz=1,4541748272973;cx=-0,137417343369414;cy=-0,078417051375574;latitude=40,0113096827176;longitude=131,279676397282;
27.05.2019 13:46:7:95;Ax=4,53585542158031;Ay=4,78743762769151;Az=0,0612661134504089;rx=87,3570581215234;ry=86,1268542893822;rz=88,2236523557099;Vx=309,410530605545;Vy=309,678162301042;Vz=1,5154409407477;cx=-0,125297218980407;cy=-0,121203974714135;latitude=40,0140722767409;longitude=131,27691141369;
27.05.2019 13:46:7:198;Ax=4,6146730504067;Ay=4,79113187910576;Az=-0,18103110787041;rx=89,9275948949752;ry=88,0662537131301;rz=86,8537099893921;Vx=314,025203655951;Vy=314,469294180148;Vz=1,33440983287729;cx=-0,177108732320882;cy=-0,204163819064462;latitude=40,0168760732021;longitude=131,274103652135;
27.05.2019 13:46:7:303;Ax=4,78462765821471;Ay=4,7222833832364;Az=0,181739390330268;rx=85,987581233721;ry=88,1836896248551;rz=86,3609990078774;Vx=318,809831314166;Vy=319,191577563384;Vz=1,51614922320756;cx=-0,133507498078281;cy=-0,044308333375632;latitude=40,0197225895531;longitude=131,271253727336;
27.05.2019 13:46:7:405;Ax=4,78265582503875;Ay=4,50395215978099;Az=0,0673569253726658;rx=87,9486743053182;ry=85,6665487660405;rz=89,4680978292451;Vx=323,592487139205;Vy=323,695529723165;Vz=1,58350614858023;cx=-0,000561911997181141;cy=-0,100135158980329;latitude=40,0226118081883;longitude=131,268363588677;
27.05.2019 13:46:7:510;Ax=4,58511226255685;Ay=4,80809247414958;Az=-0,00479355256762037;rx=86,1308081462657;ry=89,9614260038181;rz=86,5185902665921;Vx=328,177599401762;Vy=328,503622197315;Vz=1,57871259601261;cx=-0,100501780491555;cy=-0,177341738332686;latitude=40,0255419653258;longitude=131,265430520622;
27.05.2019 13:46:7:612;Ax=4,82233306920265;Ay=4,59999775076285;Az=0,0922196697640327;rx=86,7922446426434;ry=87,1750855367515;rz=87,3153953081069;Vx=332,999932470964;Vy=333,103619948078;Vz=1,67093226577664;cx=-0,148298126889067;cy=-0,192187346875286;latitude=40,0285151790086;longitude=131,262456381158;
27.05.2019 13:46:7:715;Ax=4,7136973660503;Ay=4,82283662274612;Az=0,0548096121311232;rx=85,5930809614216;ry=87,6602050453239;rz=86,7640718988907;Vx=337,713629837015;Vy=337,926456570824;Vz=1,72574187790776;cx=-0,212601532618329;cy=-0,0269150106827354;latitude=40,031530479275;longitude=131,259439180653;
27.05.2019 13:46:7:825;Ax=4,58412095675437;Ay=4,90972907650738;Az=0,173683966241629;rx=86,0912848513533;ry=89,8674400273559;rz=89,5453813150736;Vx=342,297750793769;Vy=342,836185647331;Vz=1,89942584414939;cx=-0,12953141301616;cy=-0,146802018779233;latitude=40,0345867091928;longitude=131,256378143281;
27.05.2019 13:46:7:930;Ax=4,79238057243283;Ay=4,79149146764143;Az=0,156842725773735;rx=89,7934214457839;ry=89,1468519625006;rz=85,8270172073166;Vx=347,090131366202;Vy=347,627677114973;Vz=2,05626856992313;cx=-0,20223511925537;cy=-0,147847067132986;latitude=40,0376857282228;longitude=131,253274324736;
27.05.2019 13:46:8:40;Ax=4,94562067321763;Ay=4,82583214218069;Az=-0,0181573765669754;rx=87,2837098679895;ry=87,7810219800011;rz=86,0376053957909;Vx=352,03575203942;Vy=352,453509257153;Vz=2,03811119335615;cx=-0,128062610213206;cy=-0,188574644137908;latitude=40,0408289045803;longitude=131,250127418403;
27.05.2019 13:46:8:141;Ax=4,8335035528678;Ay=4,74443991842886;Az=-0,191622443237166;rx=87,2610191613254;ry=86,724811320065;rz=89,8956807986347;Vx=356,869255592287;Vy=357,197949175582;Vz=1,84648875011899;cx=-0,20814541124652;cy=-0,0249030767939544;latitude=40,0440152372196;longitude=131,246938151;
27.05.2019 13:46:8:244;Ax=4,78054032441254;Ay=4,8050175822829;Az=0,235968837275156;rx=86,2738643152518;ry=87,2054345704175;rz=87,3986795388156;Vx=361,6497959167;Vy=362,002966757865;Vz=2,08245758739414;cx=-0,170713739700481;cy=-0,0572191846124923;latitude=40,0472442532545;longitude=131,243705981653;
27.05.2019 13:46:8:349;Ax=4,8878453352432;Ay=4,66844637816234;Az=0,101202165638656;rx=89,0516623279786;ry=88,1538107761432;rz=87,2406160164348;Vx=366,537641251943;Vy=366,671413136027;Vz=2,1836597530328;cx=-0,149529945000317;cy=-0,145187045643198;latitude=40,0505169107657;longitude=131,24043212975;
27.05.2019 13:46:8:497;Ax=4,77224799886916;Ay=4,63335865020443;Az=-0,185278344170785;rx=89,2277157656977;ry=89,1774882879935;rz=88,4642594796439;Vx=371,309889250812;Vy=371,304771786232;Vz=1,99838140886201;cx=-0,140966109682793;cy=-0,214025839250084;latitude=40,053832177634;longitude=131,237116908574;
27.05.2019 13:46:8:602;Ax=4,69431265475895;Ay=4,84273873099253;Az=-0,0178052360507683;rx=87,6674807614961;ry=89,0199833042081;rz=85,6483525783514;Vx=376,004201905571;Vy=376,147510517224;Vz=1,98057617281124;cx=-0,208042584782483;cy=-0,0882127823369601;latitude=40,0571893580082;longitude=131,233758448659;
27.05.2019 13:46:8:704;Ax=4,75403682596704;Ay=4,96218289642696;Az=-0,0534934971032168;rx=86,4016937219546;ry=85,9532976718402;rz=89,6814332996409;Vx=380,758238731538;Vy=381,109693413651;Vz=1,92708267570803;cx=-0,0081187956538642;cy=-0,119404673992847;latitude=40,0605889851397;longitude=131,230355683539;
27.05.2019 13:46:8:808;Ax=4,70519600818176;Ay=4,85899636701634;Az=0,0603446500889699;rx=86,2650045765401;ry=87,376785905043;rz=88,3870854677572;Vx=385,46343473972;Vy=385,968689780668;Vz=1,987427325797;cx=-0,0962651829450678;cy=-0,161954202031232;latitude=40,0640306229499;longitude=131,226909534523;
27.05.2019 13:46:8:919;Ax=4,57672868509625;Ay=4,88101543596993;Az=0,173420796833662;rx=85,5245834682251;ry=89,3131858961718;rz=86,6093760093718;Vx=390,040163424816;Vy=390,849705216638;Vz=2,16084812263066;cx=-0,208777491193622;cy=-0,021969827996557;latitude=40,067513124409;longitude=131,223419805012;
27.05.2019 13:46:9:23;Ax=4,61827560380021;Ay=4,96158181338645;Az=0,141672269157913;rx=88,6207859914847;ry=89,8089266632725;rz=88,9182444444942;Vx=394,658439028616;Vy=395,811287030024;Vz=2,30252039178857;cx=-0,00821834982289715;cy=-0,0578872280581351;latitude=40,0710368604718;longitude=131,219885775663;
27.05.2019 13:46:9:130;Ax=4,63076323323453;Ay=4,54723057083191;Az=-0,10940767841386;rx=88,4941647083006;ry=89,9720574903637;rz=86,107707378039;Vx=399,289202261851;Vy=400,358517600856;Vz=2,19311271337471;cx=-0,167851929235205;cy=-0,0865600654909215;latitude=40,0746019426348;longitude=131,216311146042;
27.05.2019 13:46:9:232;Ax=4,65140041832412;Ay=4,83006537581331;Az=-0,0410053675486735;rx=85,9465209848464;ry=85,6711576288432;rz=86,4156732298041;Vx=403,940602680175;Vy=405,188582976669;Vz=2,15210734582604;cx=-0,0828651345022351;cy=-0,0569135787463324;latitude=40,0782085551588;longitude=131,212693390837;
27.05.2019 13:46:9:334;Ax=4,55666135975936;Ay=4,5920929906853;Az=-0,0858974893744557;rx=85,5908443804788;ry=86,3375654068485;rz=85,8145648361251;Vx=408,497264039934;Vy=409,780675967355;Vz=2,06620985645158;cx=-0,0538720771455559;cy=-0,166152228783425;latitude=40,0818558521591;longitude=131,209034634801;
27.05.2019 13:46:9:439;Ax=4,92613287685725;Ay=4,74532834288912;Az=0,231912587528076;rx=86,2990613513622;ry=86,1563828772196;rz=86,7168380954381;Vx=413,423396916792;Vy=414,526004310244;Vz=2,29812244397966;cx=-0,109851007156472;cy=-0,0785740185429233;latitude=40,0855471324887;longitude=131,205333509763;
27.05.2019 13:46:9:541;Ax=4,87725936662278;Ay=4,9389829346626;Az=0,204237275269924;rx=86,9517107675558;ry=87,121754573482;rz=89,580531632798;Vx=418,300656283414;Vy=419,464987244906;Vz=2,50235971924958;cx=-0,160557076549416;cy=-0,220857460608642;latitude=40,089281959777;longitude=131,201588286663;
27.05.2019 13:46:9:646;Ax=4,75401972315927;Ay=4,6157764979246;Az=0,401331078145342;rx=86,342597513852;ry=89,2284243173098;rz=89,8779291912811;Vx=423,054676006574;Vy=424,080763742831;Vz=2,90369079739493;cx=-0,0305277094387151;cy=-0,217559639780113;latitude=40,0930592336699;longitude=131,197801851272;
27.05.2019 13:46:9:748;Ax=4,64572655672474;Ay=4,51814688859421;Az=0,640092639294496;rx=88,9800897471048;ry=87,4413218488643;rz=89,7447886230633;Vx=427,700402563299;Vy=428,598910631425;Vz=3,54378343668942;cx=-0,0997654984005578;cy=-0,181884786850716;latitude=40,0968779872642;longitude=131,193975075284;
27.05.2019 13:46:9:849;Ax=4,66694629782203;Ay=4,50981949666041;Az=1,05655209073171;rx=87,7641024043616;ry=86,2704940902863;rz=85,8439000639338;Vx=432,367348861121;Vy=433,108730128085;Vz=4,60033552742113;cx=-0,119379209351905;cy=-0,217711716526054;latitude=40,1007384100219;longitude=131,190108033051;
27.05.2019 13:46:9:967;Ax=4,57417872504991;Ay=4,88360356254671;Az=0,822354076137931;rx=86,2203112168798;ry=86,8275377523748;rz=86,8909865423995;Vx=436,94152758617;Vy=437,992333690632;Vz=5,42268960355906;cx=-0,138001307420431;cy=-0,178528969748193;latitude=40,1046396736611;longitude=131,186197387214;
27.05.2019 13:46:10:69;Ax=4,94888649412845;Ay=4,65489686753363;Az=0,506074096893927;rx=89,7955769255271;ry=87,1525851328171;rz=88,0799609432369;Vx=441,890414080299;Vy=442,647230558166;Vz=5,92876370045299;cx=-0,127573444648917;cy=-0,0271366649782934;latitude=40,1085851237868;longitude=131,182245179799;
27.05.2019 13:46:10:178;Ax=4,81316769719737;Ay=4,9653784537061;Az=0,393058037871056;rx=85,9930608798717;ry=88,6060043417877;rz=88,8228901097658;Vx=446,703581777496;Vy=447,612609011872;Vz=6,32182173832404;cx=-0,175640110986137;cy=-0,0424727161729095;latitude=40,1125735486241;longitude=131,178248638647;
27.05.2019 13:46:10:281;Ax=4,66068404221939;Ay=4,85842569049375;Az=0,144354898573065;rx=87,0333791035383;ry=85,9215628162127;rz=89,02475606465;Vx=451,364265819716;Vy=452,471034702366;Vz=6,46617663689711;cx=-0,0343821651229561;cy=-0,127886127775014;latitude=40,1166035867118;longitude=131,174208718694;
27.05.2019 13:46:10:383;Ax=4,88106362981771;Ay=4,83513489264768;Az=-0,53055677906636;rx=85,7759922543894;ry=88,3267425060397;rz=88,669134594346;Vx=456,245329449533;Vy=457,306169595013;Vz=5,93561985783075;cx=-0,0589365273988491;cy=-0,00397237659384331;latitude=40,1206772057247;longitude=131,170125627894;
27.05.2019 13:46:10:488;Ax=4,82481646063962;Ay=4,68682368317937;Az=-0,412209855561242;rx=86,0472500410617;ry=87,4401217510179;rz=88,2091131064618;Vx=461,070145910173;Vy=461,992993278193;Vz=5,5234100022695;cx=-0,0395140434915717;cy=-0,0538722131419362;latitude=40,124793903456;longitude=131,166000690454;
27.05.2019 13:46:10:590;Ax=4,79331604032466;Ay=4,96685579068347;Az=-0,61160076337941;rx=86,5820880069314;ry=86,3563777230943;rz=87,1193549330902;Vx=465,863461950498;Vy=466,959849068876;Vz=4,91180923889009;cx=-0,148011933615436;cy=-0,132764079215832;latitude=40,128953398652;longitude=131,161831406088;
27.05.2019 13:46:10:694;Ax=4,77391492029369;Ay=4,76673788985551;Az=-0,830649462566083;rx=88,1017065379311;ry=86,9417924552419;rz=85,7065947480531;Vx=470,637376870791;Vy=471,726586958732;Vz=4,08115977632401;cx=-0,199607110558823;cy=-0,199238880874702;latitude=40,1331555180884;longitude=131,157619561561;
27.05.2019 13:46:10:797;Ax=4,73130167891798;Ay=4,54026549194952;Az=-1,25377730475915;rx=88,6363710989879;ry=87,9049719548342;rz=87,1725388526323;Vx=475,368678549709;Vy=476,266852450681;Vz=2,82738247156487;cx=-0,168473790280274;cy=-0,0175312659784836;latitude=40,1373998812897;longitude=131,15336717895;
27.05.2019 13:46:10:899;Ax=4,59634851459244;Ay=4,95188554141293;Az=-1,22003191843165;rx=86,9245911931733;ry=89,3827788098169;rz=85,9399477392155;Vx=479,965027064302;Vy=481,218737992094;Vz=1,60735055313322;cx=-0,139478803723811;cy=-0,0631478363243616;latitude=40,1416852833171;longitude=131,149070583075;
27.05.2019 13:46:11:18;Ax=4,94623467603057;Ay=4,61407092777736;Az=-1,07294058437596;rx=86,2198607000615;ry=89,5791629350647;rz=88,2302686906095;Vx=484,911261740332;Vy=485,832808919871;Vz=0,534409968757258;cx=-0,170705013929734;cy=-0,13448911323654;latitude=40,146014848154;longitude=131,144732790138;
27.05.2019 13:46:11:123;Ax=4,66405030068199;Ay=4,81447450807992;Az=-1,19324911425042;rx=85,9261014973401;ry=89,3949797574407;rz=86,2195629140919;Vx=489,575312041014;Vy=490,647283427951;Vz=-0,658839145493157;cx=-0,0760619993559359;cy=-0,0891623301148243;latitude=40,1503860562973;longitude=131,140352010822;
27.05.2019 13:46:11:229;Ax=4,63039503997676;Ay=4,8805432130492;Az=-1,02049611880001;rx=87,0777323234723;ry=87,3431088492941;rz=86,0733480311806;Vx=494,205707080991;Vy=495,527826641;Vz=-1,67933526429317;cx=-0,174120810883643;cy=-0,176634724485517;latitude=40,1547986072533;longitude=131,135927655227;
27.05.2019 13:46:11:331;Ax=4,8412419913063;Ay=4,97735760546166;Az=-1,02611651382228;rx=86,7894078503779;ry=89,549642198975;rz=85,6151701345179;Vx=499,046949072297;Vy=500,505184246462;Vz=-2,70545177811545;cx=-0,101903019706675;cy=-0,123735672828616;latitude=40,1592543835843;longitude=131,131458858939;
27.05.2019 13:46:11:432;Ax=4,57669078701953;Ay=4,55967906259917;Az=-0,507156171816008;rx=85,9151541052457;ry=86,8130600074367;rz=89,787997088762;Vx=503,623639859317;Vy=505,064863309061;Vz=-3,21260794993146;cx=-0,178197027627938;cy=-0,0324276790173883;latitude=40,1637510232259;longitude=131,126949351231;
27.05.2019 13:46:11:537;Ax=4,91960996734892;Ay=4,89508739132205;Az=-0,465564623016662;rx=89,5747013821149;ry=89,361780880886;rz=86,2044226970544;Vx=508,543249826666;Vy=509,959950700383;Vz=-3,67817257294812;cx=-0,212280253850523;cy=-0,217621314137993;latitude=40,1682915879565;longitude=131,122396137385;
27.05.2019 13:46:11:639;Ax=4,62091220664834;Ay=4,92810659293463;Az=-0,522107129624163;rx=85,9578898923741;ry=87,4744128084157;rz=85,6326916020516;Vx=513,164162033314;Vy=514,888057293318;Vz=-4,20027970257229;cx=-0,155303278789063;cy=-0,0528617973452725;latitude=40,1728734108318;longitude=131,117798922588;
27.05.2019 13:46:11:744;Ax=4,50100606307434;Ay=4,76958102559186;Az=-0,211257469077249;rx=89,7829444859097;ry=88,01531731501;rz=89,7964918710275;Vx=517,665168096388;Vy=519,65763831891;Vz=-4,41153717164954;cx=-0,111971223185293;cy=-0,156935871419002;latitude=40,1774954212613;longitude=131,113159122246;
27.05.2019 13:46:11:848;Ax=4,54092566298364;Ay=4,53171904759096;Az=0,0206538237960325;rx=88,8578681940482;ry=87,633968460436;rz=88,0636059076356;Vx=522,206093759372;Vy=524,189357366501;Vz=-4,3908833478535;cx=-0,154815330486663;cy=-0,155722086448563;latitude=40,1821579756698;longitude=131,108478860127;
27.05.2019 13:46:11:951;Ax=4,77653660777795;Ay=4,90156539012751;Az=-0,194306375851998;rx=88,2873223273956;ry=88,9134296383306;rz=86,9428824002123;Vx=526,98263036715;Vy=529,090922756628;Vz=-4,5851897237055;cx=-0,144723768529815;cy=-0,106662238764883;latitude=40,1868631777267;longitude=131,103754834031;
27.05.2019 13:46:12:69;Ax=4,94909150290726;Ay=4,50748640648438;Az=-0,427644667717463;rx=85,6966828625634;ry=89,8641343011354;rz=87,5040497134924;Vx=531,931721870057;Vy=533,598409163113;Vz=-5,01283439142296;cx=-0,222456313249403;cy=-0,19712372594379;latitude=40,1916125681005;longitude=131,09899056252;
27.05.2019 13:46:12:173;Ax=4,9047974599082;Ay=4,96031448895126;Az=-0,304877829158156;rx=88,88683077711;ry=87,6393143104572;rz=86,6531149615315;Vx=536,836519329966;Vy=538,558723652064;Vz=-5,31771222058112;cx=-0,15819354476789;cy=-0,0260001082443608;latitude=40,1964057513088;longitude=131,094182002488;
27.05.2019 13:46:12:280;Ax=4,64391233173381;Ay=4,53318175791445;Az=0,0618189350291249;rx=89,0763094525674;ry=86,4685382828901;rz=86,8965267289414;Vx=541,480431661699;Vy=543,091905409978;Vz=-5,25589328555199;cx=-0,0993197371597958;cy=-0,0737698023900251;latitude=40,2012403980201;longitude=131,089332967618;
27.05.2019 13:46:12:382;Ax=4,77214066068276;Ay=4,87394195137263;Az=-0,0756599530697146;rx=88,3603242972681;ry=87,8314489847196;rz=88,6066120968231;Vx=546,252572322382;Vy=547,965847361351;Vz=-5,33155323862171;cx=-0,223533279261801;cy=-0,0716913916271622;latitude=40,2061176531301;longitude=131,084440415409;
27.05.2019 13:46:12:483;Ax=4,59118940010257;Ay=4,97576972817805;Az=-0,323208782250624;rx=87,9479396566506;ry=89,5952938804847;rz=87,5638926737308;Vx=550,843761722485;Vy=552,941617089529;Vz=-5,65476202087233;cx=-0,150142586475766;cy=-0,0817859373319791;latitude=40,2110359010026;longitude=131,079503436685;
27.05.2019 13:46:12:588;Ax=4,52606641036741;Ay=4,90870654811557;Az=0,118299006097159;rx=87,9911380598746;ry=87,657506370059;rz=88,0168626131568;Vx=555,369828132852;Vy=557,850323637645;Vz=-5,53646301477517;cx=-0,0376878019714226;cy=-0,158214274576501;latitude=40,2159945601824;longitude=131,074522630224;
27.05.2019 13:46:12:690;Ax=4,75310660072281;Ay=4,81347164246881;Az=-0,18420985091208;rx=88,6147938171005;ry=87,7365119849502;rz=88,0292151768362;Vx=560,122934733575;Vy=562,663795280114;Vz=-5,72067286568725;cx=-0,15508915290939;cy=-0,0927351601388011;latitude=40,2209956578139;longitude=131,069498846338;
27.05.2019 13:46:12:806;Ax=4,72819693350615;Ay=4,68628822648259;Az=-0,100287009286827;rx=86,4986567387817;ry=89,5349892911198;rz=87,1905494377439;Vx=564,851131667081;Vy=567,350083506596;Vz=-5,82095987497408;cx=-0,0886961751797699;cy=-0,198171747882462;latitude=40,2260389714895;longitude=131,064433220592;
27.05.2019 13:46:12:909;Ax=4,95705510953304;Ay=4,70443637445776;Az=-0,0648748693125665;rx=87,8573867568548;ry=86,4119940017872;rz=88,8881894479916;Vx=569,808186776614;Vy=572,054519881054;Vz=-5,88583474428665;cx=-0,00576480226860099;cy=-0,038434084406326;latitude=40,2311265445858;longitude=131,05932559095;
27.05.2019 13:46:13:13;Ax=4,86683195008283;Ay=4,59356546243353;Az=0,0213013065845251;rx=87,29017934985;ry=87,1818356740669;rz=85,5224671969295;Vx=574,675018726697;Vy=576,648085343487;Vz=-5,86453343770212;cx=-0,181645120892973;cy=-0,00337983335059988;latitude=40,2362575715387;longitude=131,054176947331;
27.05.2019 13:46:13:120;Ax=4,95769262242024;Ay=4,62592732376695;Az=-0,285292789915247;rx=89,5102042025003;ry=87,1145007550318;rz=86,9145405976635;Vx=579,632711349117;Vy=581,274012667254;Vz=-6,14982622761737;cx=-0,183516990874672;cy=-0,0854255287956605;latitude=40,2414328636043;longitude=131,04898700079;
27.05.2019 13:46:13:225;Ax=4,82041229019892;Ay=4,73286935139115;Az=-0,306203638322746;rx=87,9186998421413;ry=89,8164757573122;rz=85,9984915317029;Vx=584,453123639316;Vy=586,006882018646;Vz=-6,45602986594012;cx=-0,0585354018879727;cy=-0,0727975872218565;latitude=40,2466511950654;longitude=131,043754796486;
27.05.2019 13:46:13:329;Ax=4,60580915962616;Ay=4,90868066805819;Az=-0,0302619917691969;rx=85,8175789999392;ry=89,9507364369699;rz=86,8888572037168;Vx=589,058932798942;Vy=590,915562686704;Vz=-6,48629185770931;cx=-0,203813974665856;cy=-0,0555115020743173;latitude=40,2519106498225;longitude=131,038478764676;
27.05.2019 13:46:13:431;Ax=4,8262823141768;Ay=4,75119922554642;Az=0,129256251817223;rx=86,8944228230484;ry=89,1875034175755;rz=89,6080375919622;Vx=593,885215113119;Vy=595,66676191225;Vz=-6,35703560589209;cx=-0,176826943842144;cy=-0,123434739768705;latitude=40,257213196386;longitude=131,033160311445;
27.05.2019 13:46:13:532;Ax=4,5899440506892;Ay=4,75722373149229;Az=-0,196730762555604;rx=88,4016433772173;ry=86,6081845469811;rz=88,7158722939044;Vx=598,475159163808;Vy=600,423985643743;Vz=-6,55376636844769;cx=-0,053896785634052;cy=-0,090052230593308;latitude=40,2625567245928;longitude=131,027799383002;
27.05.2019 13:46:13:637;Ax=4,6122519097348;Ay=4,97495963912223;Az=0,0915195716738326;rx=88,8161698392668;ry=88,4940221928964;rz=87,4660041124867;Vx=603,087411073543;Vy=605,398945282865;Vz=-6,46224679677386;cx=-0,0292578722719341;cy=-0,0848501990478781;latitude=40,2679414336203;longitude=131,022394035276;
